CustomerID,recency_days,frequency,monetary,country,R_score,F_score,M_score,rfm_score,segment
13479,201,4,851.37,United Kingdom,2,3,3,8,Potential
13480,417,2,627.82,United Kingdom,1,2,3,6,At-Risk
13481,46,11,3830.84,United Kingdom,4,5,5,14,VIP
13482,232,2,336.09,United Kingdom,2,2,2,6,At-Risk
13483,66,1,140.34,United Kingdom,3,1,1,5,At-Risk
13484,241,3,790.72,United Kingdom,2,3,3,8,Potential
13485,233,11,3015.22,United Kingdom,2,5,5,12,Loyal
13486,78,3,1122.41,United Kingdom,3,3,3,9,Potential
13487,58,5,846.87,United Kingdom,4,4,3,11,Loyal
13488,17,23,15587.88,United Kingdom,5,5,5,15,VIP
13489,105,4,449.52,United Kingdom,3,3,2,8,Potential
13490,654,1,154.25,United Kingdom,1,1,1,3,Lost
13491,52,27,4566.56,United Kingdom,4,5,5,14,VIP
13492,136,3,1269.84,Switzerland,3,3,4,10,Loyal
13493,275,2,498.63,Switzerland,2,2,2,6,At-Risk
13494,312,1,316.26,United Kingdom,2,1,2,5,At-Risk
13495,8,10,5374.26,United Kingdom,5,5,5,15,VIP
13496,11,2,653.33,United Kingdom,5,2,3,10,Loyal
13497,283,6,1320.33,United Kingdom,2,4,4,10,Loyal
13498,730,1,327.38,United Kingdom,1,1,2,4,At-Risk
13499,18,5,1159.11,United Kingdom,5,4,3,12,Loyal
13500,23,4,1466.3,United Kingdom,4,3,4,11,Loyal
13501,288,3,2885.11,Switzerland,2,3,4,9,Potential
13502,17,5,780.5,United Kingdom,5,4,3,12,Loyal
13503,71,5,1824.19,United Kingdom,3,4,4,11,Loyal
13504,64,1,295.93,United Kingdom,3,1,2,6,At-Risk
13505,73,4,3633.63,Switzerland,3,3,5,11,Loyal
13506,316,5,1639.2,United Kingdom,2,4,4,10,Loyal
13507,3,4,2479.16,United Kingdom,5,3,4,12,Loyal
13508,244,2,287.05,United Kingdom,2,2,1,5,At-Risk
13509,9,7,1099.72,United Kingdom,5,4,3,12,Loyal
13510,1,11,4558.29,United Kingdom,5,5,5,15,VIP
13511,677,1,282.76,United Kingdom,1,1,1,3,Lost
13512,261,4,713.39,United Kingdom,2,3,3,8,Potential
13513,127,3,824.59,United Kingdom,3,3,3,9,Potential
13514,74,4,815.9,United Kingdom,3,3,3,9,Potential
13515,73,6,1265.82,United Kingdom,3,4,4,11,Loyal
13516,21,4,1685.26,United Kingdom,4,3,4,11,Loyal
13517,60,3,2128.42,United Kingdom,3,3,4,10,Loyal
13518,86,1,659.44,United Kingdom,3,1,3,7,Potential
13519,78,2,343.21,United Kingdom,3,2,2,7,Potential
13520,59,11,5669.4,Switzerland,4,5,5,14,VIP
13521,1,3,1092.39,United Kingdom,5,3,3,11,Loyal
13522,30,1,125.8,United Kingdom,4,1,1,6,At-Risk
13523,33,6,5101.52,United Kingdom,4,4,5,13,VIP
13524,41,5,680.18,United Kingdom,4,4,3,11,Loyal
13525,15,2,628.78,United Kingdom,5,2,3,10,Loyal
13526,738,2,1182.0,United Kingdom,1,2,3,6,At-Risk
13527,34,12,4683.74,United Kingdom,4,5,5,14,VIP
13529,79,2,307.76,United Kingdom,3,2,2,7,Potential
13530,634,1,402.98,United Kingdom,1,1,2,4,At-Risk
13531,205,6,1738.52,United Kingdom,2,4,4,10,Loyal
13532,34,1,210.31,United Kingdom,4,1,1,6,At-Risk
13533,183,3,270.79,United Kingdom,3,3,1,7,Potential
13534,2,35,7720.9,United Kingdom,5,5,5,15,VIP
13535,403,1,89.5,United Kingdom,2,1,1,4,At-Risk
13536,1,7,3448.29,United Kingdom,5,4,5,14,VIP
13537,426,2,717.85,United Kingdom,1,2,3,6,At-Risk
13538,43,12,3112.73,United Kingdom,4,5,5,14,VIP
13539,86,7,1569.36,United Kingdom,3,4,4,11,Loyal
13540,467,3,632.39,United Kingdom,1,3,3,7,Potential
13541,427,2,785.25,United Kingdom,1,2,3,6,At-Risk
13542,377,17,4006.17,United Kingdom,2,5,5,12,Loyal
13543,634,2,1439.61,United Kingdom,1,2,4,7,Potential
13544,40,6,829.0,United Kingdom,4,4,3,11,Loyal
13545,391,2,374.64,United Kingdom,2,2,2,6,At-Risk
13546,12,5,1092.14,United Kingdom,5,4,3,12,Loyal
13547,408,1,172.98,United Kingdom,2,1,1,4,At-Risk
13548,96,3,908.99,United Kingdom,3,3,3,9,Potential
13549,26,8,1005.8,United Kingdom,4,4,3,11,Loyal
13550,383,1,349.51,United Kingdom,2,1,2,5,At-Risk
13551,319,2,244.2,United Kingdom,2,2,1,5,At-Risk
13552,66,22,6978.92,United Kingdom,3,5,5,13,VIP
13553,675,1,517.8,United Kingdom,1,1,2,4,At-Risk
13554,380,7,1638.28,United Kingdom,2,4,4,10,Loyal
13555,74,13,8999.19,United Kingdom,3,5,5,13,VIP
13556,429,2,200.82,United Kingdom,1,2,1,4,At-Risk
13557,28,13,3032.26,United Kingdom,4,5,5,14,VIP
13558,6,4,605.06,United Kingdom,5,3,2,10,Loyal
13559,513,2,990.0,United Kingdom,1,2,3,6,At-Risk
13560,7,1,174.37,United Kingdom,5,1,1,7,Potential
13561,216,11,1820.72,United Kingdom,2,5,4,11,Loyal
13562,82,8,4838.18,United Kingdom,3,4,5,12,Loyal
13563,84,2,777.53,United Kingdom,3,2,3,8,Potential
13564,354,36,16630.8,United Kingdom,2,5,5,12,Loyal
13565,19,3,414.8,United Kingdom,5,3,2,10,Loyal
13566,41,5,1704.27,United Kingdom,4,4,4,12,Loyal
13567,428,4,1083.69,United Kingdom,1,3,3,7,Potential
13568,173,1,192.85,United Kingdom,3,1,1,5,At-Risk
13569,17,4,892.28,United Kingdom,5,3,3,11,Loyal
13570,243,1,239.49,United Kingdom,2,1,1,4,At-Risk
13571,13,26,4546.54,United Kingdom,5,5,5,15,VIP
13572,206,1,1384.25,United Kingdom,2,1,4,7,Potential
13573,50,6,915.02,United Kingdom,4,4,3,11,Loyal
13574,411,1,421.25,United Kingdom,1,1,2,4,At-Risk
13575,23,5,732.07,United Kingdom,4,4,3,11,Loyal
13576,10,28,11551.74,United Kingdom,5,5,5,15,VIP
13577,25,11,3484.28,United Kingdom,4,5,5,14,VIP
13578,409,1,147.66,United Kingdom,2,1,1,4,At-Risk
13579,15,5,1539.04,United Kingdom,5,4,4,13,VIP
13580,406,1,107.75,United Kingdom,2,1,1,4,At-Risk
13581,309,2,280.53,United Kingdom,2,2,1,5,At-Risk
13582,390,2,241.68,United Kingdom,2,2,1,5,At-Risk
13583,156,2,1445.03,United Kingdom,3,2,4,9,Potential
13584,307,3,392.45,United Kingdom,2,3,2,7,Potential
13585,531,3,684.54,United Kingdom,1,3,3,7,Potential
13586,541,1,131.53,United Kingdom,1,1,1,3,Lost
13587,64,4,1673.5,United Kingdom,3,3,4,10,Loyal
13588,16,9,2478.95,United Kingdom,5,5,4,14,VIP
13589,15,6,1120.74,United Kingdom,5,4,3,12,Loyal
13590,11,18,6349.59,United Kingdom,5,5,5,15,VIP
13591,65,7,2093.94,United Kingdom,3,4,4,11,Loyal
13592,36,4,247.96,United Kingdom,4,3,1,8,Potential
13593,108,14,5523.69,United Kingdom,3,5,5,13,VIP
13594,53,2,533.32,United Kingdom,4,2,2,8,Potential
13595,517,3,818.22,United Kingdom,1,3,3,7,Potential
13596,6,2,697.04,United Kingdom,5,2,3,10,Loyal
13597,400,2,396.71,United Kingdom,2,2,2,6,At-Risk
13598,47,5,789.59,United Kingdom,4,4,3,11,Loyal
13599,1,33,10167.63,United Kingdom,5,5,5,15,VIP
13600,312,2,518.42,United Kingdom,2,2,2,6,At-Risk
13601,45,4,1185.14,United Kingdom,4,3,3,10,Loyal
13602,65,4,1025.17,United Kingdom,3,3,3,9,Potential
13603,26,1,164.34,United Kingdom,4,1,1,6,At-Risk
13604,659,1,717.62,United Kingdom,1,1,3,5,At-Risk
13605,387,2,522.67,United Kingdom,2,2,2,6,At-Risk
13606,29,3,280.54,United Kingdom,4,3,1,8,Potential
13607,40,2,1078.31,United Kingdom,4,2,3,9,Potential
13608,541,1,236.2,United Kingdom,1,1,1,3,Lost
13609,593,1,167.35,United Kingdom,1,1,1,3,Lost
13610,12,14,2174.63,United Kingdom,5,5,4,14,VIP
13611,89,10,3319.53,United Kingdom,3,5,5,13,VIP
13612,633,1,818.29,United Kingdom,1,1,3,5,At-Risk
13613,453,5,1039.85,United Kingdom,1,4,3,8,Potential
13614,24,6,2359.19,United Kingdom,4,4,4,12,Loyal
13615,319,8,6272.53,United Kingdom,2,4,5,11,Loyal
13616,568,2,288.1,United Kingdom,1,2,1,4,At-Risk
13617,40,8,1278.75,United Kingdom,4,4,4,12,Loyal
13618,174,1,177.34,United Kingdom,3,1,1,5,At-Risk
13619,545,2,230.19,United Kingdom,1,2,1,4,At-Risk
13620,528,1,112.34,United Kingdom,1,1,1,3,Lost
13621,117,1,213.85,United Kingdom,3,1,1,5,At-Risk
13622,696,1,658.95,United Kingdom,1,1,3,5,At-Risk
13623,31,10,2566.49,United Kingdom,4,5,4,13,VIP
13624,388,1,462.08,United Kingdom,2,1,2,5,At-Risk
13625,597,1,301.26,United Kingdom,1,1,2,4,At-Risk
13626,253,2,707.04,United Kingdom,2,2,3,7,Potential
13627,59,7,2245.9,United Kingdom,4,4,4,12,Loyal
13628,676,1,310.14,United Kingdom,1,1,2,4,At-Risk
13629,23,19,13370.86,United Kingdom,4,5,5,14,VIP
13630,5,7,2031.78,United Kingdom,5,4,4,13,VIP
13631,100,11,3070.42,United Kingdom,3,5,5,13,VIP
13632,25,8,3648.15,United Kingdom,4,4,5,13,VIP
13634,33,15,5027.78,United Kingdom,4,5,5,14,VIP
13635,68,4,2999.16,United Kingdom,3,3,5,11,Loyal
13636,37,5,949.12,United Kingdom,4,4,3,11,Loyal
13637,52,3,809.25,United Kingdom,4,3,3,10,Loyal
13638,16,1,122.64,United Kingdom,5,1,1,7,Potential
13639,74,2,1346.27,United Kingdom,3,2,4,9,Potential
13640,611,1,405.0,United Kingdom,1,1,2,4,At-Risk
13641,641,4,942.37,United Kingdom,1,3,3,7,Potential
13642,216,4,514.72,United Kingdom,2,3,2,7,Potential
13643,31,10,2156.77,United Kingdom,4,5,4,13,VIP
13644,16,4,2624.26,United Kingdom,5,3,4,12,Loyal
13645,120,1,252.1,United Kingdom,3,1,1,5,At-Risk
13646,400,2,326.25,United Kingdom,2,2,2,6,At-Risk
13647,10,8,3071.68,United Kingdom,5,4,5,14,VIP
13648,400,8,1759.07,United Kingdom,2,4,4,10,Loyal
13649,257,6,1678.88,United Kingdom,2,4,4,10,Loyal
13650,17,10,3288.0,United Kingdom,5,5,5,15,VIP
13651,40,2,211.85,United Kingdom,4,2,1,7,Potential
13652,46,5,2570.85,United Kingdom,4,4,4,12,Loyal
13653,488,1,152.2,United Kingdom,1,1,1,3,Lost
13654,43,11,6308.0,United Kingdom,4,5,5,14,VIP
13655,114,6,2280.51,United Kingdom,3,4,4,11,Loyal
13656,165,4,1078.85,United Kingdom,3,3,3,9,Potential
13657,11,2,382.14,United Kingdom,5,2,2,9,Potential
13658,10,9,6025.5,United Kingdom,5,5,5,15,VIP
13659,206,12,4894.88,United Kingdom,2,5,5,12,Loyal
13660,400,1,314.59,United Kingdom,2,1,2,5,At-Risk
13661,603,1,325.24,United Kingdom,1,1,2,4,At-Risk
13662,86,11,2250.11,United Kingdom,3,5,4,12,Loyal
13663,179,5,2047.51,United Kingdom,3,4,4,11,Loyal
13665,386,3,1711.66,United Kingdom,2,3,4,9,Potential
13666,60,5,127.05,United Kingdom,3,4,1,8,Potential
13667,149,1,305.02,United Kingdom,3,1,2,6,At-Risk
13668,3,35,13089.94,United Kingdom,5,5,5,15,VIP
13669,51,3,413.55,United Kingdom,4,3,2,9,Potential
13670,75,1,349.7,United Kingdom,3,1,2,6,At-Risk
13671,395,1,194.95,United Kingdom,2,1,1,4,At-Risk
13672,301,3,419.92,United Kingdom,2,3,2,7,Potential
13673,19,2,396.92,United Kingdom,5,2,2,9,Potential
13674,433,1,240.68,United Kingdom,1,1,1,3,Lost
13675,151,2,486.82,United Kingdom,3,2,2,7,Potential
13676,539,2,243.9,United Kingdom,1,2,1,4,At-Risk
13677,405,2,556.19,United Kingdom,2,2,2,6,At-Risk
13678,152,1,232.6,United Kingdom,3,1,1,5,At-Risk
13679,494,3,281.26,United Kingdom,1,3,1,5,At-Risk
13680,1,12,11435.67,United Kingdom,5,5,5,15,VIP
13681,18,4,827.83,United Kingdom,5,3,3,11,Loyal
13682,187,1,59.5,United Kingdom,3,1,1,5,At-Risk
13683,458,1,258.6,United Kingdom,1,1,1,3,Lost
13684,286,4,596.98,United Kingdom,2,3,2,7,Potential
13685,3,7,3119.44,United Kingdom,5,4,5,14,VIP
13686,183,3,409.04,United Kingdom,3,3,2,8,Potential
13687,438,1,11880.84,United Kingdom,1,1,5,7,Potential
13688,635,1,375.5,United Kingdom,1,1,2,4,At-Risk
13689,63,2,1259.5,United Kingdom,3,2,4,9,Potential
13690,59,1,172.25,United Kingdom,4,1,1,6,At-Risk
13691,396,1,210.78,United Kingdom,2,1,1,4,At-Risk
13692,25,5,3114.4,United Kingdom,4,4,5,13,VIP
13693,374,9,2011.82,United Kingdom,2,5,4,11,Loyal
13694,4,143,196482.81,United Kingdom,5,5,5,15,VIP
13695,31,16,2770.73,United Kingdom,4,5,4,13,VIP
13696,422,3,2020.4,United Kingdom,1,3,4,8,Potential
13697,39,1,151.3,United Kingdom,4,1,1,6,At-Risk
13698,597,2,465.53,United Kingdom,1,2,2,5,At-Risk
13699,155,2,764.15,United Kingdom,3,2,3,8,Potential
13700,26,13,2613.46,United Kingdom,4,5,4,13,VIP
13701,447,1,161.0,United Kingdom,1,1,1,3,Lost
13702,446,1,135.18,United Kingdom,1,1,1,3,Lost
13703,318,2,425.56,United Kingdom,2,2,2,6,At-Risk
13704,5,9,2308.06,United Kingdom,5,5,4,14,VIP
13705,8,7,2035.33,United Kingdom,5,4,4,13,VIP
13706,303,2,631.17,United Kingdom,2,2,3,7,Potential
13707,267,5,3365.86,United Kingdom,2,4,5,11,Loyal
13708,271,1,294.88,United Kingdom,2,1,2,5,At-Risk
13709,4,18,7591.75,United Kingdom,5,5,5,15,VIP
13710,32,3,509.52,United Kingdom,4,3,2,9,Potential
13711,219,9,1792.26,United Kingdom,2,5,4,11,Loyal
13712,247,2,766.42,United Kingdom,2,2,3,7,Potential
13713,408,3,743.26,United Kingdom,2,3,3,8,Potential
13714,465,1,161.35,United Kingdom,1,1,1,3,Lost
13715,281,17,8483.29,United Kingdom,2,5,5,12,Loyal
13716,269,1,138.28,United Kingdom,2,1,1,4,At-Risk
13717,32,8,1763.3,United Kingdom,4,4,4,12,Loyal
13718,246,2,306.55,United Kingdom,2,2,2,6,At-Risk
13719,15,11,2814.27,United Kingdom,5,5,4,14,VIP
13720,117,4,799.9,United Kingdom,3,3,3,9,Potential
13721,36,2,741.54,United Kingdom,4,2,3,9,Potential
13722,132,10,5635.41,United Kingdom,3,5,5,13,VIP
13723,217,6,1209.2,United Kingdom,2,4,3,9,Potential
13724,637,1,213.01,United Kingdom,1,1,1,3,Lost
13725,50,8,1980.56,United Kingdom,4,4,4,12,Loyal
13726,39,2,1079.66,United Kingdom,4,2,3,9,Potential
13727,29,8,1080.05,United Kingdom,4,4,3,11,Loyal
13728,37,16,2855.17,United Kingdom,4,5,4,13,VIP
13729,436,3,724.73,United Kingdom,1,3,3,7,Potential
13730,136,2,752.6,United Kingdom,3,2,3,8,Potential
13731,219,2,610.59,United Kingdom,2,2,2,6,At-Risk
13732,28,1,491.86,United Kingdom,4,1,2,7,Potential
13733,411,2,487.03,United Kingdom,1,2,2,5,At-Risk
13734,509,4,6701.64,United Kingdom,1,3,5,9,Potential
13735,25,13,9813.22,United Kingdom,4,5,5,14,VIP
13736,5,7,2766.21,United Kingdom,5,4,4,13,VIP
13737,200,1,339.6,United Kingdom,2,1,2,5,At-Risk
13738,396,1,440.93,United Kingdom,2,1,2,5,At-Risk
13739,18,2,292.2,United Kingdom,5,2,2,9,Potential
13740,241,5,1597.77,United Kingdom,2,4,4,10,Loyal
13741,72,3,668.43,United Kingdom,3,3,3,9,Potential
13742,17,12,3131.02,United Kingdom,5,5,5,15,VIP
13743,3,7,1341.6,United Kingdom,5,4,4,13,VIP
13744,95,2,1156.36,United Kingdom,3,2,3,8,Potential
13745,162,2,777.36,United Kingdom,3,2,3,8,Potential
13746,414,1,176.69,United Kingdom,1,1,1,3,Lost
13747,374,2,249.4,United Kingdom,2,2,1,5,At-Risk
13748,96,9,2268.35,United Kingdom,3,5,4,12,Loyal
13750,54,11,3602.18,United Kingdom,4,5,5,14,VIP
13751,288,1,296.25,United Kingdom,2,1,2,5,At-Risk
13752,124,7,1590.73,United Kingdom,3,4,4,11,Loyal
13753,288,4,2094.57,United Kingdom,2,3,4,9,Potential
13754,152,3,447.05,United Kingdom,3,3,2,8,Potential
13755,4,9,2161.35,United Kingdom,5,5,4,14,VIP
13756,2,23,9207.5,United Kingdom,5,5,5,15,VIP
13757,675,1,195.55,United Kingdom,1,1,1,3,Lost
13758,12,14,9314.14,United Kingdom,5,5,5,15,VIP
13759,33,2,659.41,United Kingdom,4,2,3,9,Potential
13760,54,5,1363.64,United Kingdom,4,4,4,12,Loyal
13761,50,6,1952.17,United Kingdom,4,4,4,12,Loyal
13762,219,5,2472.48,United Kingdom,2,4,4,10,Loyal
13763,63,3,5217.44,United Kingdom,3,3,5,11,Loyal
13764,71,6,2942.31,United Kingdom,3,4,4,11,Loyal
13765,653,1,352.82,United Kingdom,1,1,2,4,At-Risk
13766,495,1,190.35,United Kingdom,1,1,1,3,Lost
13767,2,73,35540.53,United Kingdom,5,5,5,15,VIP
13768,727,2,875.97,United Kingdom,1,2,3,6,At-Risk
13769,2,20,5800.42,United Kingdom,5,5,5,15,VIP
13770,422,4,785.37,United Kingdom,1,3,3,7,Potential
13771,64,9,5728.82,United Kingdom,3,5,5,13,VIP
13772,34,8,3114.22,United Kingdom,4,4,5,13,VIP
13773,397,2,301.54,United Kingdom,2,2,2,6,At-Risk
13774,82,1,345.0,United Kingdom,3,1,2,6,At-Risk
13775,591,1,1049.66,United Kingdom,1,1,3,5,At-Risk
13777,1,61,56478.42,United Kingdom,5,5,5,15,VIP
13778,103,4,1124.49,United Kingdom,3,3,3,9,Potential
13779,516,1,161.13,United Kingdom,1,1,1,3,Lost
13780,7,3,735.82,United Kingdom,5,3,3,11,Loyal
13781,251,3,778.83,United Kingdom,2,3,3,8,Potential
13782,13,13,1793.72,United Kingdom,5,5,4,14,VIP
13783,488,4,1542.09,United Kingdom,1,3,4,8,Potential
13784,10,14,2910.23,United Kingdom,5,5,4,14,VIP
13785,429,4,542.49,United Kingdom,1,3,2,6,At-Risk
13786,367,6,3358.94,United Kingdom,2,4,5,11,Loyal
13787,76,6,1222.5,United Kingdom,3,4,3,10,Loyal
13788,505,1,3.75,United Kingdom,1,1,1,3,Lost
13789,388,1,239.46,United Kingdom,2,1,1,4,At-Risk
13790,4,1,348.8,United Kingdom,5,1,2,8,Potential
13791,128,2,1516.0,United Kingdom,3,2,4,9,Potential
13792,66,3,383.95,United Kingdom,3,3,2,8,Potential
13793,647,1,96.0,United Kingdom,1,1,1,3,Lost
13794,547,1,126.03,United Kingdom,1,1,1,3,Lost
13795,388,4,836.3,United Kingdom,2,3,3,8,Potential
13796,499,1,289.7,United Kingdom,1,1,1,3,Lost
13797,437,3,1179.45,United Kingdom,1,3,3,7,Potential
13798,1,110,75836.87,United Kingdom,5,5,5,15,VIP
13799,117,9,2803.57,United Kingdom,3,5,4,12,Loyal
13800,310,3,1679.56,United Kingdom,2,3,4,9,Potential
13801,67,1,324.8,United Kingdom,3,1,2,6,At-Risk
13802,139,19,26259.11,United Kingdom,3,5,5,13,VIP
13803,255,3,1338.91,United Kingdom,2,3,4,9,Potential
13804,31,9,3208.52,United Kingdom,4,5,5,14,VIP
13805,52,2,924.6,United Kingdom,4,2,3,9,Potential
13806,64,1,256.38,United Kingdom,3,1,1,5,At-Risk
13807,367,3,534.8,United Kingdom,2,3,2,7,Potential
13808,6,5,1747.66,United Kingdom,5,4,4,13,VIP
13809,305,3,679.7,Cyprus,2,3,3,8,Potential
13810,29,2,827.51,Germany,4,2,3,9,Potential
13811,184,2,519.75,Germany,3,2,2,7,Potential
13812,42,3,485.0,Germany,4,3,2,9,Potential
13813,40,8,2387.47,Germany,4,4,4,12,Loyal
13814,92,3,2257.32,Germany,3,3,4,10,Loyal
13815,22,8,6737.74,Germany,4,4,5,13,VIP
13816,24,2,499.67,Germany,4,2,2,8,Potential
13817,29,2,328.98,Germany,4,2,2,8,Potential
13818,430,1,61.28,United Kingdom,1,1,1,3,Lost
13819,302,6,2642.35,United Kingdom,2,4,4,10,Loyal
13820,418,3,660.65,United Kingdom,1,3,3,7,Potential
13821,145,6,1410.73,United Kingdom,3,4,4,11,Loyal
13822,6,2,632.0,United Kingdom,5,2,3,10,Loyal
13823,19,7,3403.45,United Kingdom,5,4,5,14,VIP
13824,33,12,3314.76,United Kingdom,4,5,5,14,VIP
13825,622,2,255.59,United Kingdom,1,2,1,4,At-Risk
13826,176,1,189.5,United Kingdom,3,1,1,5,At-Risk
13827,58,3,412.05,United Kingdom,4,3,2,9,Potential
13828,22,1,209.49,United Kingdom,4,1,1,6,At-Risk
13829,421,1,102.0,United Kingdom,1,1,1,3,Lost
13830,582,1,156.85,United Kingdom,1,1,1,3,Lost
13831,16,18,7023.58,United Kingdom,5,5,5,15,VIP
13832,19,2,613.69,United Kingdom,5,2,3,10,Loyal
13833,159,2,701.36,United Kingdom,3,2,3,8,Potential
13834,577,2,324.19,United Kingdom,1,2,2,5,At-Risk
13835,25,7,1095.27,United Kingdom,4,4,3,11,Loyal
13836,399,2,620.37,United Kingdom,2,2,3,7,Potential
13837,212,2,271.24,United Kingdom,2,2,1,5,At-Risk
13838,6,10,1966.09,United Kingdom,5,5,4,14,VIP
13839,486,1,139.95,United Kingdom,1,1,1,3,Lost
13840,416,1,651.4,United Kingdom,1,1,3,5,At-Risk
13841,253,1,85.0,United Kingdom,2,1,1,4,At-Risk
13842,59,18,5629.91,United Kingdom,4,5,5,14,VIP
13843,381,1,319.75,United Kingdom,2,1,2,5,At-Risk
13844,11,1,361.62,United Kingdom,5,1,2,8,Potential
13845,65,1,312.98,United Kingdom,3,1,2,6,At-Risk
13846,25,4,1307.79,United Kingdom,4,3,4,11,Loyal
13847,720,1,310.72,United Kingdom,1,1,2,4,At-Risk
13848,92,8,3335.0,United Kingdom,3,4,5,12,Loyal
13849,52,5,3469.3,United Kingdom,4,4,5,13,VIP
13850,129,1,1595.48,United Kingdom,3,1,4,8,Potential
13851,96,8,4606.46,United Kingdom,3,4,5,12,Loyal
13852,611,1,187.35,United Kingdom,1,1,1,3,Lost
13853,57,1,1090.14,United Kingdom,4,1,3,8,Potential
13854,9,39,12253.96,United Kingdom,5,5,5,15,VIP
13855,501,4,1310.34,United Kingdom,1,3,4,8,Potential
13856,169,11,1142.03,United Kingdom,3,5,3,11,Loyal
13857,393,6,1000.91,United Kingdom,2,4,3,9,Potential
13858,57,1,216.17,United Kingdom,4,1,1,6,At-Risk
13859,326,2,515.86,United Kingdom,2,2,2,6,At-Risk
13860,1,5,1245.9,United Kingdom,5,4,4,13,VIP
13861,429,2,273.26,United Kingdom,1,2,1,4,At-Risk
13862,18,9,2556.09,United Kingdom,5,5,4,14,VIP
13863,248,4,1239.55,United Kingdom,2,3,4,9,Potential
13864,387,1,662.4,United Kingdom,2,1,3,6,At-Risk
13865,58,4,501.56,United Kingdom,4,3,2,9,Potential
13866,74,1,145.67,United Kingdom,3,1,1,5,At-Risk
13867,31,3,1015.29,United Kingdom,4,3,3,10,Loyal
13868,7,2,3192.54,United Kingdom,5,2,5,12,Loyal
13869,123,10,8111.57,United Kingdom,3,5,5,13,VIP
13870,2,15,5712.08,United Kingdom,5,5,5,15,VIP
13871,23,17,7885.85,United Kingdom,4,5,5,14,VIP
13872,527,3,919.57,United Kingdom,1,3,3,7,Potential
13873,120,8,1038.92,United Kingdom,3,4,3,10,Loyal
13874,358,7,2049.15,United Kingdom,2,4,4,10,Loyal
13875,54,14,4814.37,United Kingdom,4,5,5,14,VIP
13876,64,1,122.7,United Kingdom,3,1,1,5,At-Risk
13877,86,3,449.68,United Kingdom,3,3,2,8,Potential
13878,55,4,2473.06,United Kingdom,4,3,4,11,Loyal
13879,646,1,395.5,United Kingdom,1,1,2,4,At-Risk
13880,21,17,4391.66,United Kingdom,4,5,5,14,VIP
13881,4,43,45179.1,United Kingdom,5,5,5,15,VIP
13882,3,5,1191.13,United Kingdom,5,4,3,12,Loyal
13883,11,14,6535.37,United Kingdom,5,5,5,15,VIP
13884,7,10,1888.48,United Kingdom,5,5,4,14,VIP
13885,189,2,506.8,United Kingdom,2,2,2,6,At-Risk
13886,71,1,243.56,United Kingdom,3,1,1,5,At-Risk
13887,204,1,349.55,United Kingdom,2,1,2,5,At-Risk
13888,120,7,2169.05,United Kingdom,3,4,4,11,Loyal
13889,93,6,1991.23,United Kingdom,3,4,4,11,Loyal
13890,1,14,2927.38,United Kingdom,5,5,4,14,VIP
13891,378,3,863.56,United Kingdom,2,3,3,8,Potential
13892,27,6,1267.65,United Kingdom,4,4,4,12,Loyal
13893,298,1,821.1,United Kingdom,2,1,3,6,At-Risk
13894,24,3,564.62,United Kingdom,4,3,2,9,Potential
13895,28,6,4008.52,United Kingdom,4,4,5,13,VIP
13896,626,1,388.55,United Kingdom,1,1,2,4,At-Risk
13897,50,3,1160.72,United Kingdom,4,3,3,10,Loyal
13898,326,2,686.4,United Kingdom,2,2,3,7,Potential
13899,16,2,388.52,United Kingdom,5,2,2,9,Potential
13900,183,6,1610.59,United Kingdom,3,4,4,11,Loyal
13901,72,15,5676.34,United Kingdom,3,5,5,13,VIP
13902,632,5,34023.26,Denmark,1,4,5,10,Loyal
13903,400,1,165.45,United Kingdom,2,1,1,4,At-Risk
13904,37,2,332.64,United Kingdom,4,2,2,8,Potential
13905,733,1,312.65,United Kingdom,1,1,2,4,At-Risk
13906,409,1,42.0,United Kingdom,2,1,1,4,At-Risk
13907,692,1,136.8,United Kingdom,1,1,1,3,Lost
13908,80,4,2319.55,United Kingdom,3,3,4,10,Loyal
13909,423,2,286.6,United Kingdom,1,2,1,4,At-Risk
13911,57,20,4234.99,United Kingdom,4,5,5,14,VIP
13912,424,1,124.95,United Kingdom,1,1,1,3,Lost
13913,507,1,42.22,United Kingdom,1,1,1,3,Lost
13914,12,2,626.45,United Kingdom,5,2,3,10,Loyal
13915,394,1,70.8,United Kingdom,2,1,1,4,At-Risk
13916,464,4,1275.81,United Kingdom,1,3,4,8,Potential
13917,50,2,272.04,United Kingdom,4,2,1,7,Potential
13918,50,2,1212.84,United Kingdom,4,2,3,9,Potential
13919,59,4,1252.68,Denmark,4,3,4,11,Loyal
13920,432,4,1774.68,United Kingdom,1,3,4,8,Potential
13921,402,4,730.7,United Kingdom,2,3,3,8,Potential
13922,352,3,865.2,United Kingdom,2,3,3,8,Potential
13923,54,1,351.13,United Kingdom,4,1,2,7,Potential
13924,2,6,1838.85,United Kingdom,5,4,4,13,VIP
13925,93,4,678.25,United Kingdom,3,3,3,9,Potential
13926,23,1,223.85,United Kingdom,4,1,1,6,At-Risk
13927,75,2,708.26,United Kingdom,3,2,3,8,Potential
13928,11,4,464.57,United Kingdom,5,3,2,10,Loyal
13929,169,11,3494.1,United Kingdom,3,5,5,13,VIP
13930,58,2,337.34,United Kingdom,4,2,2,8,Potential
13931,96,11,5257.38,United Kingdom,3,5,5,13,VIP
13932,295,1,307.4,United Kingdom,2,1,2,5,At-Risk
