StockCode,Description,avg_price,min_price,max_price,price_std,total_units,total_revenue,num_customers,avg_revenue_per_unit,price_volatility_pct,suggested_discount_pct,optimal_price
21987,PACK OF 6 SKULL PAPER CUPS,0.6476731301939058,0.53,0.65,0.0165701731167514,6341,3862.45,209,0.61,2.6,2.6,0.64
21988,PACK OF 6 SKULL PAPER PLATES,0.838365650969529,0.64,0.85,0.0481068178949495,7667,5559.349999999999,209,0.73,5.7,5.7,0.83
21989,PACK OF 20 SKULL PAPER NAPKINS,0.8411522633744856,0.64,0.85,0.0412024104116804,8102,5997.74,264,0.74,4.9,4.9,0.82
21990,MODERN FLORAL STATIONERY SET,1.817154471544716,1.25,2.95,0.7821994320832463,1804,2861.2,170,1.59,43.0,30.0,1.34
21991,BOHEMIAN COLLAGE STATIONERY SET,1.8146099290780144,1.25,2.95,0.7739809131372097,876,1339.88,109,1.53,42.7,30.0,2.46
21992,VINTAGE PAISLEY STATIONERY SET,1.9397289156626507,1.25,2.95,0.8234586913266987,2088,3489.84,242,1.67,42.5,30.0,2.06
21993,FLORAL FOLK STATIONERY SET,1.8395593220338984,1.25,2.95,0.7943102144043102,2067,3208.4,208,1.55,43.2,30.0,1.33
22021,BLUE FELT EASTER EGG BASKET,1.6435185185185186,1.45,1.65,0.0354981772166118,1331,2149.35,161,1.61,2.2,2.2,1.64
22023,EMPIRE BIRTHDAY CARD,0.4119254658385092,0.36,0.83,0.0402641670731414,4944,1994.91,177,0.4,9.8,9.8,0.41
22024,RAINY LADIES BIRTHDAY CARD,0.4206688963210702,0.36,0.83,0.0504565139612993,5239,2104.81,170,0.4,12.0,12.0,0.41
22025,RING OF ROSES BIRTHDAY CARD,0.4150724637681159,0.36,0.42,0.0165132945916104,3853,1538.34,148,0.4,4.0,4.0,0.41
22026,BANQUET BIRTHDAY  CARD,0.414090909090909,0.36,0.42,0.0179121024768169,3916,1608.0,140,0.41,4.3,4.3,0.38
22027,TEA PARTY BIRTHDAY CARD,0.4201230769230769,0.36,0.83,0.0343549440182845,10964,4461.17,335,0.41,8.2,8.2,0.42
22028,PENNY FARTHING BIRTHDAY CARD,0.4230727762803234,0.36,0.83,0.0541343932000377,6143,2499.49,203,0.41,12.8,12.8,0.41
22029,SPACE BOY BIRTHDAY CARD,0.4188888888888888,0.36,0.42,0.0081649658092772,817,338.82,51,0.41,1.9,1.9,0.41
22029,SPACEBOY BIRTHDAY CARD,0.4181785283474065,0.36,0.83,0.0416557895629385,16474,6555.9800000000005,405,0.4,10.0,10.0,0.41
22030,SWALLOWS GREETING CARD,0.4184651898734177,0.36,0.83,0.0198812335031237,12664,5084.13,353,0.4,4.8,4.8,0.42
22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.4387654320987654,0.36,0.83,0.0902133958463124,975,414.21,65,0.42,20.6,20.6,0.41
22032,BOTANICAL LILY GREETING CARD,0.4183783783783783,0.36,0.42,0.0097961450381409,903,378.42,64,0.42,2.3,2.3,0.41
22033,BOTANICAL ROSE GREETING CARD,0.4177777777777777,0.36,0.42,0.0113839806560062,1564,649.6800000000001,80,0.42,2.7,2.7,0.41
22034,ROBIN CHRISTMAS CARD,0.4193103448275861,0.36,0.42,0.0064326752090267,1572,651.6,71,0.41,1.5,1.5,0.42
22035,VINTAGE CARAVAN GREETING CARD,0.4208943089430894,0.36,0.83,0.0389664037414398,3954,1618.3,152,0.41,9.3,9.3,0.42
22036,DINOSAUR BIRTHDAY CARD,0.4173214285714285,0.36,0.42,0.0124467979787084,1642,678.84,77,0.41,3.0,3.0,0.42
22037,ROBOT BIRTHDAY CARD,0.4201028806584362,0.36,0.83,0.0197768403534313,6883,2861.44,270,0.42,4.7,4.7,0.42
22038,BOTANICAL LAVENDER GIFT WRAP,0.4182222222222222,0.34,0.42,0.0119256958799988,1150,481.0,43,0.42,2.9,2.9,0.42
22039,BOTANICAL LILY GIFT WRAP,0.4146666666666666,0.34,0.42,0.0202966505361969,850,353.0,27,0.42,4.9,4.9,0.42
22040,BOTANICAL ROSE GIFT WRAP,0.416595744680851,0.34,0.42,0.0162343848209519,2815,1144.3,82,0.41,3.9,3.9,0.41
22041,"RECORD FRAME 7"" SINGLE SIZE",2.454613095238096,2.1,4.96,0.3698662513500042,7162,15789.12,101,2.2,15.1,15.1,2.42
22042,CHRISTMAS CARD SINGING ANGEL,0.3890384615384615,0.19,0.42,0.0788819842447365,1709,612.9,89,0.36,20.3,20.3,0.3
22043,CHRISTMAS CARD SCREEN PRINT,0.3031578947368421,0.19,0.42,0.1151249382183375,2136,593.16,86,0.28,38.0,30.0,0.3
22044,CHRISTMAS CARD STACK OF PRESENTS,0.3192134831460674,0.19,0.42,0.1147648259297436,1969,562.02,80,0.29,36.0,30.0,0.29
22045,SPACE BOY GIFT WRAP,0.42,0.42,0.42,0.0,775,325.5,26,0.42,0.0,0.0,0.42
22045,SPACEBOY GIFT WRAP,0.4188366890380313,0.34,0.42,0.009302475476963,13767,5656.14,279,0.41,2.2,2.2,0.42
22046,TEA PARTY  WRAPPING PAPER,0.4184541062801932,0.34,0.42,0.0110394952945133,6350,2603.0,147,0.41,2.6,2.6,0.42
22047,EMPIRE GIFT WRAP,0.4179389312977099,0.34,0.42,0.0125161999087654,8275,3361.5,211,0.41,3.0,3.0,0.42
22048,BIRTHDAY BANQUET GIFT WRAP,0.4192233009708738,0.34,0.42,0.0078826342253143,2840,1176.8,93,0.41,1.9,1.9,0.42
22049,WRAP CHRISTMAS SCREEN PRINT,0.2941880341880342,0.19,0.42,0.1149830520962899,3575,1035.75,95,0.29,39.1,30.0,0.37
22050,PINK PAISLEY ROSE GIFT WRAP,0.4186206896551723,0.34,0.42,0.0104587431054752,3325,1364.5,100,0.41,2.5,2.5,0.4
22051,BLUE SCANDINAVIAN PAISLEY WRAP,0.4193220338983051,0.34,0.42,0.0073645969431865,3225,1338.5,95,0.42,1.8,1.8,0.42
22052,VINTAGE CARAVAN GIFT WRAP,0.4181102362204724,0.34,0.42,0.0121975982195147,3521,1458.82,105,0.41,2.9,2.9,0.41
22053,EMPIRE DESIGN ROSETTE,1.2408823529411763,0.82,1.25,0.0566933435803651,4520,3951.42,61,0.87,4.6,4.6,1.14
22054,MINI CAKE STAND HANGING HEARTS,1.6429824561403508,1.45,1.65,0.0371274307660552,323,523.35,45,1.62,2.3,2.3,1.65
22055,MINI CAKE STAND  HANGING STRAWBERY,1.5816731517509726,0.39,1.65,0.2574714393574244,4511,6764.23,252,1.5,16.3,16.3,1.62
22056,CERAMIC PLATE LOVE HEART DESIGN,1.433076923076923,0.87,1.49,0.1722967029462661,600,625.8,23,1.04,12.0,12.0,1.34
22057,CERAMIC PLATE STRAWBERRY DESIGN,1.387909604519774,0.39,1.49,0.2897542704375115,2924,3515.64,113,1.2,20.9,20.9,1.43
22058,CERAMIC LOVE HEARTS DESIGN MUG,1.49,1.49,1.49,0.0,511,761.39,71,1.49,0.0,0.0,1.49
22059,CERAMIC STRAWBERRY DESIGN MUG,1.3582819383259912,0.39,1.49,0.344922910176126,2655,3230.95,112,1.22,25.4,25.4,1.48
22059,CERAMIC STRWBERRY DESIGN MUG,1.476178010471204,1.25,1.49,0.0560596462258575,2288,3158.56,106,1.38,3.8,3.8,1.48
22060,LARGE CAKE STAND HANGING HEARTS,8.63214765100671,3.95,9.95,2.369557651659562,718,5313.02,112,7.4,27.5,27.5,9.15
22061,LARGE CAKE STAND  HANGING STRAWBERY,9.55679911699779,2.95,9.95,1.3539380931191851,2104,17533.95,219,8.33,14.2,14.2,9.7
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1.9062264150943395,0.83,2.95,1.0618299144851766,719,1061.49,68,1.48,55.7,30.0,2.95
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2.8527338129496407,0.79,2.95,0.3912413009939768,2185,5603.349999999999,142,2.56,13.7,13.7,2.88
22064,PINK DOUGHNUT TRINKET POT,1.6318359375,0.39,3.29,0.2495282210674772,6304,9450.6,213,1.5,15.3,15.3,1.63
22065,CHRISTMAS PUDDING TRINKET POT,1.043941018766756,0.39,1.45,0.5114966094297196,8380,5609.02,249,0.67,49.0,30.0,0.39
22066,LOVE HEART TRINKET POT,1.0113333333333334,0.39,3.29,0.5743550447868626,3429,2671.03,185,0.78,56.8,30.0,1.44
22067,CHOC TRUFFLE GOLD TRINKET POT,1.6026041666666666,0.39,1.65,0.2055091737760341,1813,2796.33,108,1.54,12.8,12.8,1.63
22068,BLACK PIRATE TREASURE CHEST,1.54130890052356,0.39,1.65,0.3499261032882072,955,1356.87,111,1.42,22.7,22.7,1.65
22069,BROWN  PIRATE TREASURE CHEST,1.548709677419355,0.39,1.65,0.334258510367583,642,922.68,66,1.44,21.6,21.6,1.62
22070,SMALL RED RETROSPOT MUG IN BOX,3.806425120772946,0.5,7.46,0.7826751318933866,1443,4142.26,156,2.87,20.6,20.6,3.94
22070,SMALL RETRO SPOT MUG IN BOX  RED,3.75,3.75,3.75,0.0,318,1192.5,74,3.75,0.0,0.0,3.94
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,3.745609756097561,3.39,3.75,0.0397553493869447,382,1406.58,74,3.68,1.1,1.1,3.36
22071,SMALL WHITE RETROSPOT MUG IN BOX,3.692764705882353,0.5,7.46,0.5437955617216251,1143,2892.87,139,2.53,14.7,14.7,3.36
22072,RED RETROSPOT TEA CUP AND SAUCER,3.609878419452888,1.25,3.75,0.555148835066366,1628,5544.32,167,3.41,15.4,15.4,3.73
22072,TEA CUP AND SAUCER RETRO SPOT,3.7402702702702704,3.39,3.75,0.05864313428712,620,2241.48,67,3.62,1.6,1.6,3.73
22073,RED RETROSPOT STORAGE JAR,3.721034482758621,3.39,3.75,0.0981094500595197,1296,4718.16,173,3.64,2.6,2.6,3.67
22073,RETRO SPOT STORAGE JAR,3.716769230769231,3.39,3.75,0.1046086496832407,685,2476.59,95,3.62,2.8,2.8,3.67
22074,6 RIBBONS SHIMMERING PINKS,1.403780487804878,0.39,3.29,0.4884171008494837,1750,1722.44,127,0.98,34.8,30.0,1.22
22075,6 RIBBONS ELEGANT CHRISTMAS,1.5879928315412184,0.39,3.29,0.4870749428459938,3092,4437.9800000000005,201,1.44,30.7,30.0,1.61
22076,6 RIBBONS EMPIRE,1.5497628458498025,0.39,1.65,0.3140846221704151,2123,3068.37,197,1.45,20.3,20.3,1.63
22077,6 RIBBONS RUSTIC CHARM,1.7160960334029225,1.45,3.29,0.1862012096969606,16284,27457.34,685,1.69,10.9,10.9,1.65
22078,RIBBON REEL LACE DESIGN,2.0944717444717447,1.85,2.1,0.0368080303223414,3859,7861.4,246,2.04,1.8,1.8,2.09
22079,RIBBON REEL HEARTS DESIGN,1.6675488454706926,1.45,3.29,0.1837423221178963,4783,7748.19,397,1.62,11.0,11.0,1.65
22080,RIBBON REEL POLKADOTS,1.6480952380952378,1.45,1.65,0.0194712516877456,1675,2715.75,167,1.62,1.2,1.2,1.65
22080,RIBBON REEL SPOTS DESIGN,1.6476095617529878,1.45,1.65,0.0217775790253914,2166,3523.9,199,1.63,1.3,1.3,1.65
22081,RIBBON REEL FLORA + FAUNA,1.686697247706422,1.45,3.29,0.2465842413922452,1468,2433.32,170,1.66,14.6,14.6,1.65
22082,RIBBON REEL STRIPES DESIGN,1.660627802690583,1.45,3.29,0.1465137266200533,7119,11564.43,512,1.62,8.8,8.8,1.64
22083,PAPER CHAIN KIT RETRO SPOT,2.8974798387096774,0.5,2.95,0.1726756157642702,7354,19813.4,324,2.69,6.0,6.0,2.9
22083,PAPER CHAIN KIT RETROSPOT,2.9445631067961164,2.55,5.79,0.3027034645013606,5762,16111.46,376,2.8,10.3,10.3,2.9
22084,PAPER CHAIN KIT EMPIRE,2.907044198895028,2.0,2.95,0.1296290834981446,8482,23182.7,464,2.73,4.5,4.5,2.89
22085,PAPER CHAIN KIT SKULLS,2.9242346938775508,2.3,2.95,0.1025916776772062,2490,6675.5,141,2.68,3.5,3.5,2.88
22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.91933585313175,2.0,5.79,0.2849734679180887,29477,79594.33,896,2.7,9.8,9.8,2.93
22087,PAPER BUNTING WHITE LACE,2.8932857142857147,2.55,2.95,0.1394524488471781,7806,21495.65,314,2.75,4.8,4.8,2.87
22088,PAPER BUNTING COLOURED LACE,2.904674796747968,2.0,2.95,0.135043539539075,4047,11113.45,266,2.75,4.6,4.6,2.9
22089,PAPER BUNTING VINTAGE PAISLEY,2.92852534562212,2.0,2.95,0.1020466793201663,3205,8868.7,290,2.77,3.5,3.5,2.85
22090,PAPER BUNTING RETRO SPOTS,2.9142164781906303,2.0,2.95,0.1225068189894084,7599,20735.05,367,2.73,4.2,4.2,2.9
22090,PAPER BUNTING RETROSPOT,2.9079228486646884,2.55,5.79,0.1695737685606158,7734,21218.14,374,2.74,5.8,5.8,2.9
22091,EMPIRE TISSUE BOX,0.8619762845849803,0.39,2.46,0.4481319775207049,3056,2167.18,184,0.71,52.0,30.0,1.24
22092,BLUE PAISLEY TISSUE BOX,0.7626950354609929,0.39,1.25,0.4270595131370936,934,585.08,105,0.63,56.0,30.0,1.25
22093,MOTORING TISSUE BOX,0.7935632183908046,0.39,2.46,0.45045526631354,2344,1385.16,179,0.59,56.8,30.0,0.45
22094,RED POLKA DOT TISSUE BOX,1.2438709677419355,1.06,1.25,0.0338441383504952,943,1076.15,58,1.14,2.7,2.7,1.21
22094,RED RETROSPOT TISSUE BOX,0.6464673913043478,0.39,2.46,0.4257016310895264,2492,1223.49,133,0.49,65.9,30.0,1.21
22095,LADS ONLY TISSUE BOX,0.9173732718894008,0.39,1.25,0.4155808227146996,3206,3219.36,125,1.0,45.3,30.0,1.25
22096,PINK PAISLEY SQUARE TISSUE BOX,0.7554802259887006,0.39,2.46,0.4417358848184197,1657,894.01,129,0.54,58.5,30.0,0.39
22097,SWALLOW SQUARE TISSUE BOX,0.788,0.39,1.25,0.4294612758418378,2056,1214.22,158,0.59,54.5,30.0,0.39
22098,BOUDOIR SQUARE TISSUE BOX,0.8800398406374502,0.39,2.46,0.4806324982836416,2789,1735.72,161,0.62,54.6,30.0,0.53
22099,CARAVAN SQUARE TISSUE BOX,0.8700425531914894,0.39,2.46,0.462828998596859,2046,1359.48,168,0.66,53.2,30.0,0.47
22100,SKULLS SQUARE TISSUE BOX,0.9882608695652174,0.39,1.25,0.3978806731927735,954,587.06,71,0.62,40.3,30.0,0.39
22101,MIRROR MOSAIC VOTIVE HOLDER,1.947692307692308,0.39,2.1,0.4319795537309943,1102,1044.12,44,0.95,22.2,22.2,1.53
22102,MIRROR MOSAIC T-LIGHT HOLDER,1.5745454545454545,0.39,1.65,0.2879232338376142,1747,1039.35,35,0.59,18.3,18.3,0.39
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1.572264150943396,0.39,1.65,0.2532454078058395,1616,1398.24,43,0.87,16.1,16.1,1.02
22104,MIRROR MOSAIC CANDLE PLATE,1.3195121951219513,0.42,1.45,0.3408221766516389,1026,694.26,31,0.68,25.8,25.8,0.86
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,3.875925925925926,0.95,4.25,1.0237910666479506,613,937.25,23,1.53,26.4,26.4,0.95
22106,MIRROR MOSAIC HURRICANE LAMP,5.800000000000001,1.25,6.75,1.877460290620588,427,1171.85,29,2.74,32.4,30.0,3.8
22107,PIZZA PLATE IN BOX,3.6517,1.25,7.46,0.6072941138390174,865,3044.8,118,3.52,16.6,16.6,3.7
22108,PING! MICROWAVE PLATE,3.1455102040816327,1.25,3.75,0.9505723302842564,197,537.89,34,2.73,30.2,30.0,2.7
22109,FULL ENGLISH BREAKFAST PLATE,3.751887254901961,3.39,7.46,0.5089355051837825,2939,10555.89,205,3.59,13.6,13.6,3.69
22110,BIRD HOUSE HOT WATER BOTTLE,2.6920963172804533,1.25,7.46,0.4778117994531177,1936,4412.51,217,2.28,17.7,17.7,2.63
22111,SCOTTIE DOG HOT WATER BOTTLE,4.89552715654952,4.25,5.1,0.1877969772516681,9487,44368.05,717,4.68,3.8,3.8,4.88
22112,CHOCOLATE HOT WATER BOTTLE,4.879200779727095,4.25,10.79,0.2634562179509621,10326,47555.84,631,4.61,5.4,5.4,4.87
22113,GREY HEART HOT WATER BOTTLE,3.863320039880359,2.95,7.46,0.3392954486347694,5909,22032.62,488,3.73,8.8,8.8,3.74
22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.018526011560694,3.45,8.29,0.3505956021645315,9325,36269.27,626,3.89,8.7,8.7,3.87
22115,METAL SIGN EMPIRE TEA,2.192805555555556,0.79,5.79,1.0447364642027142,2726,4689.68,244,1.72,47.6,30.0,2.76
22116,METAL SIGN HIS DINNER IS SERVED,1.7031782945736436,0.79,2.95,1.037016441902053,745,954.19,96,1.28,60.9,30.0,2.38
22117,METAL SIGN HER DINNER IS SERVED,2.882412060301508,0.85,3.2,0.3649992542614166,1727,5060.45,142,2.93,12.7,12.7,3.0
22118,JOY WOODEN BLOCK LETTERS,4.728167938931297,1.25,11.63,1.0094752641116105,785,3561.33,195,4.54,21.4,21.4,4.96
22119,PEACE WOODEN BLOCK LETTERS,6.699473684210527,1.95,14.13,1.2729310010103978,924,5691.360000000001,244,6.16,19.0,19.0,6.92
22120,WELCOME  WOODEN BLOCK LETTERS,9.866377708978328,8.5,10.13,0.3425609703155843,978,9398.65,196,9.61,3.5,3.5,9.95
22121,NOEL WOODEN BLOCK LETTERS,5.963501199040768,5.45,11.63,0.4977335368211021,1462,8640.640000000001,303,5.91,8.3,8.3,5.92
22122,SET OF 2 FANCY FONT TEA TOWELS,2.947546012269939,2.55,2.95,0.0313304179995183,1055,3048.25,113,2.89,1.1,1.1,2.92
22123,PING MICROWAVE APRON,2.8415789473684208,0.79,5.95,1.8270440699650967,562,1258.54,77,2.24,64.3,30.0,1.95
22124,SET OF 2 TEA TOWELS PING MICROWAVE,2.55975,0.79,2.95,0.7081412560086712,180,425.92,29,2.37,27.7,27.7,2.95
22125,UNION JACK HOT WATER BOTTLE,5.9261904761904765,4.95,5.95,0.1529111108224171,613,3544.35,117,5.78,2.6,2.6,5.92
22127,PARTY CONES CARNIVAL ASSORTED,1.240065359477124,1.06,1.25,0.0424341088603406,3475,4035.95,128,1.16,3.4,3.4,1.17
22128,PARTY CONES CANDY ASSORTED,1.2411398963730569,1.06,1.25,0.0401656221422317,3957,4701.15,143,1.19,3.2,3.2,1.24
22129,PARTY CONES CANDY DECORATION,1.4375,0.72,2.46,0.8478502226218968,296,233.28,6,0.79,59.0,30.0,0.84
22129,PARTY CONES CANDY TREE DECORATION,0.8397029702970297,0.72,0.85,0.0352832947878894,2522,2008.76,92,0.8,4.2,4.2,0.84
22130,PARTY CONE CHRISTMAS DECORATION,0.847,0.72,0.85,0.019544294166004,7118,5892.74,298,0.83,2.3,2.3,0.84
22131,FOOD CONTAINER SET 3 LOVE HEART,1.972739212007505,1.65,4.13,0.2900155581465364,5032,8976.82,276,1.78,14.7,14.7,1.94
22132,RED LOVE HEART SHAPE CUP,0.85,0.72,1.63,0.0540461622534013,3050,2526.98,154,0.83,6.4,6.4,0.85
22133,PINK LOVE HEART SHAPE CUP,0.8566857142857142,0.72,1.63,0.0850854105801697,2232,1848.84,109,0.83,9.9,9.9,0.84
22134,LADLE LOVE HEART RED,0.4175342465753425,0.36,0.42,0.0119931487291018,1357,532.5,57,0.39,2.9,2.9,0.42
22134,MINI LADLE LOVE HEART RED,0.4628571428571428,0.36,0.83,0.128582683490066,631,252.66000000000005,28,0.4,27.8,27.8,0.42
22135,LADLE LOVE HEART PINK,0.4180327868852459,0.36,0.42,0.0107733733700495,954,380.52,40,0.4,2.6,2.6,0.41
22135,MINI LADLE LOVE HEART PINK,0.4645652173913043,0.42,0.83,0.1290255189528908,243,106.98,20,0.44,27.8,27.8,0.41
22136,LOVE HEART SOCK HANGER,1.6440298507462685,1.45,1.65,0.0341200689401064,1888,3000.0,117,1.59,2.1,2.1,1.63
22137,BATHROOM SET LOVE HEART DESIGN,2.9156250000000004,2.25,2.95,0.1405275199772904,584,1410.8,24,2.42,4.8,4.8,2.6
22138,BAKING SET 9 PIECE RETROSPOT,4.951761041902604,1.0,10.79,0.4945882902586867,9052,43155.06,1137,4.77,10.0,10.0,5.03
22139,RETRO SPOT TEA SET CERAMIC 11 PC,4.900156028368794,3.66,4.95,0.1840403659591711,4313,19965.82,465,4.63,3.8,3.8,4.9
22139,RETROSPOT TEA SET CERAMIC 11 PC,4.974061696658098,4.25,10.79,0.6128914876281674,5791,27806.93,652,4.8,12.3,12.3,4.9
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.1325995807127884,1.85,4.13,0.2966535218341937,3141,6419.38,313,2.04,13.9,13.9,2.15
22142,CHRISTMAS CRAFT WHITE FAIRY,1.481196581196581,1.25,3.29,0.2704605078872266,4198,5898.54,336,1.41,18.3,18.3,1.51
22143,CHRISTMAS CRAFT HEART DECORATIONS,2.091071428571429,1.85,2.1,0.0468140837949269,422,838.2,51,1.99,2.2,2.2,2.05
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.1329761904761906,1.85,4.13,0.3052138961948444,4475,9171.3,392,2.05,14.3,14.3,2.14
22145,CHRISTMAS CRAFT HEART STOCKING,2.0915730337078653,1.85,2.1,0.0452463158634953,1294,2637.4,153,2.04,2.2,2.2,2.1
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.9125,1.65,1.95,0.099696140288125,1347,2350.65,93,1.75,5.2,5.2,1.9
22147,FELTCRAFT BUTTERFLY HEARTS,1.4480212954747116,1.18,3.29,0.1428649000023168,12930,17689.3,582,1.37,9.9,9.9,1.53
22148,EASTER CRAFT 4 CHICKS,1.924117647058824,1.65,1.95,0.084396338843518,3004,5449.8,209,1.81,4.4,4.4,1.94
22149,FELTCRAFT 6 FLOWER FRIENDS,2.0936679841897234,1.66,4.13,0.1277624518732739,12373,24656.19,684,1.99,6.1,6.1,2.23
22150,3 STRIPEY MICE FELTCRAFT,1.9470236753100336,1.33,4.13,0.1784462110242602,7767,14018.05,505,1.8,9.2,9.2,1.93
22151,PLACE SETTING WHITE HEART,0.4237172011661808,0.36,1.63,0.0805783939545898,27416,11049.33,361,0.4,19.0,19.0,0.41
22152,PLACE SETTING WHITE STAR,0.4241452991452991,0.36,1.63,0.0795502124967572,6239,2539.31,154,0.41,18.8,18.8,0.42
22153,ANGEL DECORATION STARS ON DRESS,0.4194312796208531,0.36,0.42,0.0058275836512156,5586,2325.96,136,0.42,1.4,1.4,0.42
22154,ANGEL DECORATION 3 BUTTONS,0.4192996108949416,0.36,0.42,0.0064571695742411,7617,3130.02,163,0.41,1.5,1.5,0.42
22155,STAR DECORATION RUSTIC,0.42,0.42,0.42,0.0,5865,2463.3,165,0.42,0.0,0.0,0.42
22156,HEART DECORATION WITH PEARLS,0.8552115812917594,0.72,1.63,0.0750417279718615,5882,4956.67,259,0.84,8.8,8.8,0.85
22157,ANGEL DECORATION WITH LACE PADDED,0.85,0.85,0.85,0.0,1748,1485.8,88,0.85,0.0,0.0,0.85
22158,3 HEARTS HANGING DECORATION RUSTIC,2.953050847457628,2.55,5.79,0.2254519589903277,8439,23768.81,374,2.82,7.6,7.6,2.94
22161,HEART DECORATION RUSTIC HANGING,0.3470901639344262,0.19,0.79,0.2175871616317675,5417,1607.99,156,0.3,62.7,30.0,0.19
22162,HEART GARLAND RUSTIC PADDED,2.947202797202797,2.55,2.95,0.0334496804002836,937,2706.55,92,2.89,1.1,1.1,2.94
22163,HEART STRING MEMO HOLDER HANGING,2.236428571428572,0.79,2.95,1.0205040771249136,971,1598.69,86,1.65,45.6,30.0,0.79
22164,STRING OF STARS CARD HOLDER,2.91046511627907,1.25,2.95,0.259247569565428,309,829.95,40,2.69,8.9,8.9,2.78
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",11.117265625,3.95,12.75,3.339167399369755,783,5020.41,82,6.41,30.0,30.0,6.18
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",7.168636363636364,3.95,7.95,1.5733564227156007,178,1108.86,16,6.23,21.9,21.9,6.76
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,7.711904761904763,2.95,7.95,1.0910894511799618,131,561.45,16,4.29,14.1,14.1,6.76
22167,OVAL WALL MIRROR DIAMANTE,9.863043478260868,3.95,9.95,0.7223151185146149,141,1258.95,46,8.93,7.3,7.3,6.26
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",9.321,3.95,9.95,1.810856430007914,387,2591.85,65,6.7,19.4,19.4,6.26
22168,ORGANISER WOOD ANTIQUE WHITE,8.480448717948718,7.5,8.5,0.1295023517084902,657,5451.3,249,8.3,1.5,1.5,8.44
22169,FAMILY ALBUM WHITE PICTURE FRAME,8.372061855670102,5.64,16.63,0.603028395464922,2140,17040.74,276,7.96,7.2,7.2,8.18
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6.687230769230769,4.62,13.29,0.5785834344099287,2344,14894.9,279,6.35,8.7,8.7,6.47
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,8.376994633273704,5.88,8.5,0.4467311600524721,3055,21914.02,269,7.17,5.3,5.3,8.34
22172,METAL SHELF WITH RAIL,8.472929936305732,7.65,8.5,0.1497316451937659,339,2839.0,124,8.37,1.8,1.8,8.48
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2.987658142664872,2.0,5.79,0.2788949245377793,4644,13158.84,383,2.83,9.3,9.3,2.78
22174,PHOTO CUBE,1.6844047619047615,1.25,3.29,0.3034207017425036,4185,6410.81,178,1.53,18.0,18.0,1.61
22175,PINK OWL DECORATION,2.55,2.55,2.55,0.0,96,244.8,1,2.55,0.0,0.0,2.94
22175,PINK OWL SOFT TOY,2.9372077922077926,1.98,2.95,0.0925814845127718,1674,4681.68,160,2.8,3.2,3.2,2.94
22176,BLUE OWL DECORATION,2.55,2.55,2.55,0.0,96,244.8,1,2.55,0.0,0.0,2.79
22176,BLUE OWL SOFT TOY,2.942951541850221,2.55,2.95,0.0527442681095172,1042,3012.3,124,2.89,1.8,1.8,2.79
22177,5 HOOK BLACKBOARD ORGANISER,9.876019417475728,6.68,9.95,0.4014272082717284,301,2589.59,90,8.6,4.1,4.1,9.76
22178,VICTORIAN GLASS HANGING T-LIGHT,1.3436502659574467,0.9,2.46,0.2705700594039141,37851,46440.91,593,1.23,20.1,20.1,1.23
22179,SET 10 LIGHTS NIGHT OWL,6.6961538461538455,5.95,6.75,0.2007652931742905,1458,9363.1,165,6.42,3.0,3.0,6.69
22179,SET 10 NIGHT OWL LIGHTS,6.759038461538462,5.95,13.29,0.6772524722197085,389,2517.09,59,6.47,10.0,10.0,6.69
22180,RETRO SPOT LAMP,9.876271186440675,8.5,9.95,0.3194485570252522,490,4718.9,127,9.63,3.2,3.2,9.88
22180,RETROSPOT LAMP,9.919633507853405,8.5,9.95,0.2081734391464271,456,4467.599999999999,122,9.8,2.1,2.1,9.88
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,0.8464545454545455,0.72,0.85,0.0212709201345281,1512,1235.28,85,0.82,2.5,2.5,0.84
22182,CAKE STAND VICTORIAN FILIGREE SMALL,4.517164179104478,1.25,4.95,1.1848012312136162,361,1238.95,58,3.43,26.2,26.2,4.95
22183,CAKE STAND VICTORIAN FILIGREE MED,6.304545454545455,2.1,6.75,1.306778989986956,292,1505.55,58,5.16,20.7,20.7,6.62
22184,CAKE STAND VICTORIAN FILIGREE LARGE,7.603472222222223,3.95,8.5,1.810324972555972,269,1617.7,60,6.01,23.8,23.8,5.29
22185,SLATE TILE NATURAL HANGING,1.6202061855670102,0.79,3.29,0.2598806300473057,3809,5833.55,298,1.53,16.0,16.0,1.61
