StockCode,Description,daily_avg_demand,demand_std_daily,safety_stock,reorder_point,eoq,avg_price,total_units,total_revenue,stockout_risk
21923,RED/CREAM STRIPE FRINGE HAMMOCK,0.4425,1.4469,8.9,15.1,413.0,7.876605504587157,327,2499.65,Low
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,0.4114,1.0894,6.7,12.5,399.0,7.870353982300885,304,2307.8,Low
21925,UNION STRIPE CUSHION COVER,1.6157,2.2578,13.9,36.5,1986.0,1.246392405063291,1194,1469.7,Low
21926,RED/CREAM STRIPE CUSHION COVER,1.3451,1.673,10.3,29.1,1811.0,1.2472262773722629,994,1227.3,Low
21927,BLUE/CREAM STRIPE CUSHION COVER,1.6495,1.6118,10.0,33.1,2005.0,1.2478034682080925,1219,1508.55,Low
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10.4966,13.4448,83.0,230.0,3937.0,2.0593201754385966,7757,14632.97,Low
21928,JUMBO BAG SCANDINAVIAN PAISLEY,21.4628,13.4448,83.0,383.5,5839.0,1.9145152722443557,15861,27707.95,Medium
21929,JUMBO BAG PINK VINTAGE PAISLEY,33.0595,16.1218,99.5,562.3,7137.0,1.974256165473349,24431,43883.88,Medium
21930,JUMBO STORAGE BAG SKULLS,16.9743,7.4948,46.3,283.9,5113.0,1.9753121998078773,12544,23232.89,Medium
21931,JUMBO STORAGE BAG SUKI,35.5061,11.4175,70.5,567.6,7400.0,1.9723626062322945,26239,48255.8,Medium
21932,SCANDINAVIAN PAISLEY PICNIC BAG,4.7808,5.5068,34.0,100.9,2556.0,2.2255424063116367,3533,7302.76,Low
21933,PINK VINTAGE PAISLEY PICNIC BAG,5.1624,6.1029,37.7,110.0,2635.0,2.2620408163265306,3815,8127.01,Low
21934,SKULL SHOULDER BAG,4.4438,3.3869,20.9,83.1,2879.0,1.6306818181818181,3284,5198.6,Low
21935,SUKI  SHOULDER BAG,6.8309,5.2095,32.2,127.8,3568.0,1.6321304347826087,5048,7942.62,Low
21936,RED RETROSPOT PICNIC BAG,8.5399,8.8088,54.4,174.0,2973.0,2.939065550906555,6311,17519.01,Low
21936,RED/WHITE SPOT PICNIC BAG,1.4777,8.8088,54.4,75.1,1242.0,2.912352941176471,1092,2977.4,Low
21937,STRAWBERRY   PICNIC BAG,5.1691,5.1655,31.9,104.3,2317.0,2.9298058252427186,3820,10629.0,Low
21942,SKULLS DESIGN FLANNEL,1.7889,6.0916,37.6,62.6,2590.0,0.81140625,1322,691.2,Low
21943,CAKES AND RABBITS DESIGN FLANNEL,0.5237,0.7103,4.4,11.7,1381.0,0.8353658536585366,387,304.83,Low
21944,KITTENS DESIGN FLANNEL,2.0825,7.6991,47.5,76.7,2849.0,0.7802597402597402,1539,811.9499999999999,Low
21945,STRAWBERRIES  DESIGN FLANNEL,2.0866,5.7911,35.8,65.0,2796.0,0.8118181818181818,1542,880.04,Low
21946,PARTY TIME DESIGN FLANNEL,0.7835,2.8622,17.7,28.7,1744.0,0.7833333333333333,579,307.81,Low
21947,SET OF 6 HEART CHOPSTICKS,1.8999,1.5659,9.7,36.3,2107.0,1.3016666666666667,1404,1749.42,Low
21948,SET OF 6 CAKE CHOPSTICKS,2.705,6.7694,41.8,79.7,2500.0,1.3163865546218487,1999,2309.56,Low
21949,SET OF 6 STRAWBERRY CHOPSTICKS,3.2084,6.6568,41.1,86.0,2776.0,1.266546762589928,2371,2717.79,Low
21950,SET OF 6 DOTS CHOPSTICKS,0.2503,4.1248,25.5,29.0,812.0,1.155,185,197.05,Low
21955,DOOR MAT UNION JACK GUNS AND ROSES,0.9851,5.4206,33.5,47.3,641.0,7.289464285714287,728,4569.76,Low
21955,DOORMAT UNION JACK GUNS AND ROSES,3.069,5.4206,33.5,76.5,1112.0,7.548405797101449,2268,12974.24,Low
21955,UNION JACK GUNS & ROSES  DOORMAT,1.0122,5.4206,33.5,47.7,699.0,6.301704545454545,748,3744.2000000000003,Low
21967,PACK OF 12 SKULL TISSUES,21.2476,36.4048,224.8,522.3,14558.0,0.3049246231155779,15702,4319.76,Low
21972,SET OF 36 DINOSAUR PAPER DOILIES,1.3545,0.9853,6.1,25.1,1686.0,1.45,1001,1451.4499999999998,Low
21973,SET OF 36 MUSHROOM PAPER DOILIES,2.1922,2.5157,15.5,46.2,2151.0,1.441358024691358,1620,2262.6,Low
21974,SET OF 36 PAISLEY FLOWER DOILIES,9.0054,6.0597,37.4,163.5,4324.0,1.4649821428571428,6655,9379.31,Medium
21975,PACK OF 60 DINOSAUR CAKE CASES,42.0907,18.9542,117.0,706.3,15279.0,0.5484232365145228,31105,14941.21,Medium
21976,PACK OF 60 MUSHROOM CAKE CASES,19.3356,10.9197,67.4,338.1,10368.0,0.547114624505929,14289,7203.429999999999,Medium
21977,PACK OF 60 PINK PAISLEY CAKE CASES,74.7903,28.674,177.0,1224.1,20433.0,0.5448876745598058,55270,26733.45,Medium
21980,PACK OF 12 RED RETROSPOT TISSUES,11.682,74.0071,456.9,620.4,10599.0,0.31632311977715877,8633,2594.09,Low
21980,PACK OF 12 RED SPOTTY TISSUES,30.6401,74.0071,456.9,885.9,17957.0,0.2890350877192982,22643,5923.09,Low
21981,PACK OF 12 WOODLAND TISSUES,35.3383,82.1376,507.1,1001.8,18584.0,0.3112200956937799,26115,6929.43,Low
21982,PACK OF 12 SUKI TISSUES,43.3694,85.6755,528.9,1136.1,20468.0,0.31487455197132613,32050,9941.4,Low
21983,PACK OF 12 BLUE PAISLEY TISSUES,8.3194,4.2628,26.3,142.8,8919.0,0.3181021897810219,6148,1819.76,Medium
21984,PACK OF 12 PINK PAISLEY TISSUES,34.2287,77.5229,478.6,957.8,18109.0,0.31746630727762803,25295,6922.05,Low
21985,PACK OF 12 HEARTS DESIGN TISSUES,33.7456,36.9054,227.8,700.2,18170.0,0.3109067357512953,24938,8491.52,Low
21986,PACK OF 12 PINK POLKADOT TISSUES,6.7591,20.3063,125.4,220.0,7962.0,0.32434210526315793,4995,1422.69,Low
21986,PACK OF 12 PINK SPOT TISSUES,11.0406,20.3063,125.4,280.0,10720.0,0.2922360248447205,8159,3061.25,Low
21987,PACK OF 6 SKULL PAPER CUPS,8.5805,7.028,43.4,163.5,6348.0,0.6476731301939058,6341,3862.45,Low
21988,PACK OF 6 SKULL PAPER PLATES,10.3748,9.0433,55.8,201.0,6135.0,0.838365650969529,7667,5559.349999999999,Low
21989,PACK OF 20 SKULL PAPER NAPKINS,10.9635,10.3324,63.8,217.3,6296.0,0.8411522633744856,8102,5997.74,Low
21990,MODERN FLORAL STATIONERY SET,2.4411,2.9963,18.5,52.7,2021.0,1.8171544715447157,1804,2861.2,Low
21991,BOHEMIAN COLLAGE STATIONERY SET,1.1854,1.7345,10.7,27.3,1410.0,1.8146099290780142,876,1339.8799999999999,Low
21992,VINTAGE PAISLEY STATIONERY SET,2.8254,3.1378,19.4,59.0,2105.0,1.9397289156626507,2088,3489.84,Low
21993,FLORAL FOLK STATIONERY SET,2.797,3.4292,21.2,60.4,2151.0,1.8395593220338986,2067,3208.4,Low
22021,BLUE FELT EASTER EGG BASKET,1.8011,5.1107,31.6,56.8,1826.0,1.6435185185185186,1331,2149.35,Low
22023,EMPIRE BIRTHDAY CARD,6.6901,4.4261,27.3,121.0,7029.0,0.41192546583850925,4944,1994.91,Medium
22024,RAINY LADIES BIRTHDAY CARD,7.0893,3.464,21.4,120.7,7160.0,0.42066889632107024,5239,2104.81,Medium
22025,RING OF ROSES BIRTHDAY CARD,5.2138,2.9718,18.3,91.3,6181.0,0.41507246376811596,3853,1538.3400000000001,Medium
22026,BANQUET BIRTHDAY  CARD,5.2991,2.6788,16.5,90.7,6239.0,0.41409090909090907,3916,1608.0,Medium
22027,TEA PARTY BIRTHDAY CARD,14.8363,6.8216,42.1,249.8,10364.0,0.4201230769230769,10964,4461.17,Medium
22028,PENNY FARTHING BIRTHDAY CARD,8.3126,4.65,28.7,145.1,7731.0,0.42307277628032347,6143,2499.4900000000002,Medium
22029,SPACE BOY BIRTHDAY CARD,1.1055,7.3341,45.3,60.8,2833.0,0.41888888888888887,817,338.82,Low
22029,SPACEBOY BIRTHDAY CARD,22.2923,7.3341,45.3,357.4,12734.0,0.4181785283474065,16474,6555.9800000000005,Medium
22030,SWALLOWS GREETING CARD,17.1367,9.5256,58.8,298.7,11161.0,0.4184651898734177,12664,5084.13,Medium
22031,BOTANICAL LAVENDER BIRTHDAY CARD,1.3194,1.0852,6.7,25.2,3024.0,0.4387654320987654,975,414.21,Low
22032,BOTANICAL LILY GREETING CARD,1.2219,0.9209,5.7,22.8,2980.0,0.4183783783783783,903,378.42,Low
22033,BOTANICAL ROSE GREETING CARD,2.1164,1.8122,11.2,40.8,3925.0,0.41777777777777775,1564,649.6800000000001,Low
22034,ROBIN CHRISTMAS CARD,2.1272,7.8823,48.7,78.5,3928.0,0.41931034482758617,1572,651.6,Low
22035,VINTAGE CARAVAN GREETING CARD,5.3505,2.5493,15.7,90.6,6218.0,0.4208943089430894,3954,1618.3,Medium
22036,DINOSAUR BIRTHDAY CARD,2.2219,3.4029,21.0,52.1,4024.0,0.4173214285714285,1642,678.84,Low
22037,ROBOT BIRTHDAY CARD,9.3139,4.3671,27.0,157.4,8212.0,0.4201028806584362,6883,2861.44,Medium
22038,BOTANICAL LAVENDER GIFT WRAP,1.5562,1.2253,7.6,29.4,3364.0,0.4182222222222222,1150,481.0,Low
22039,BOTANICAL LILY GIFT WRAP,1.1502,1.4593,9.0,25.1,2905.0,0.41466666666666663,850,353.0,Low
22040,BOTANICAL ROSE GIFT WRAP,3.8092,3.8905,24.0,77.3,5274.0,0.41659574468085103,2815,1144.3,Low
22041,"RECORD FRAME 7"" SINGLE SIZE",9.6915,5.7165,35.3,171.0,3465.0,2.4546130952380953,7162,15789.119999999999,Medium
22042,CHRISTMAS CARD SINGING ANGEL,2.3126,5.5094,34.0,66.4,4252.0,0.38903846153846156,1709,612.9,Low
22043,CHRISTMAS CARD SCREEN PRINT,2.8904,6.1337,37.9,78.4,5385.0,0.3031578947368421,2136,593.16,Low
22044,CHRISTMAS CARD STACK OF PRESENTS,2.6644,6.696,41.3,78.6,5039.0,0.3192134831460674,1969,562.02,Low
22045,SPACE BOY GIFT WRAP,1.0487,9.7183,60.0,74.7,2756.0,0.42,775,325.5,Low
22045,SPACEBOY GIFT WRAP,18.6292,9.7183,60.0,320.8,11631.0,0.41883668903803134,13767,5656.14,Medium
22046,TEA PARTY  WRAPPING PAPER,8.5927,5.1183,31.6,151.9,7903.0,0.4184541062801932,6350,2603.0,Medium
22047,EMPIRE GIFT WRAP,11.1976,7.6652,47.3,204.1,9027.0,0.4179389312977099,8275,3361.5,Low
22048,BIRTHDAY BANQUET GIFT WRAP,3.843,2.4106,14.9,68.7,5280.0,0.4192233009708738,2840,1176.8,Medium
22049,WRAP CHRISTMAS SCREEN PRINT,4.8376,12.1938,75.3,143.0,7072.0,0.2941880341880342,3575,1035.75,Low
22050,PINK PAISLEY ROSE GIFT WRAP,4.4993,2.4968,15.4,78.4,5718.0,0.41862068965517235,3325,1364.5,Medium
22051,BLUE SCANDINAVIAN PAISLEY WRAP,4.364,2.4551,15.2,76.3,5626.0,0.4193220338983051,3225,1338.5,Medium
22052,VINTAGE CARAVAN GIFT WRAP,4.7645,3.8809,24.0,90.7,5887.0,0.41811023622047244,3521,1458.82,Low
22053,EMPIRE DESIGN ROSETTE,6.1164,28.171,173.9,259.5,3872.0,1.2408823529411763,4520,3951.42,Low
22054,MINI CAKE STAND HANGING HEARTS,0.4371,1.7945,11.1,17.2,900.0,1.6429824561403508,323,523.35,Low
22055,MINI CAKE STAND  HANGING STRAWBERY,6.1042,4.6142,28.5,114.0,3426.0,1.5816731517509726,4511,6764.23,Low
22056,CERAMIC PLATE LOVE HEART DESIGN,0.8119,3.0342,18.7,30.1,1313.0,1.433076923076923,600,625.8,Low
22057,CERAMIC PLATE STRAWBERRY DESIGN,3.9567,3.975,24.5,79.9,2945.0,1.387909604519774,2924,3515.64,Low
22058,CERAMIC LOVE HEARTS DESIGN MUG,0.6915,2.0998,13.0,22.7,1188.0,1.49,511,761.39,Low
22059,CERAMIC STRAWBERRY DESIGN MUG,3.5927,4.9385,30.5,80.8,2836.0,1.3582819383259912,2655,3230.95,Low
22059,CERAMIC STRWBERRY DESIGN MUG,3.0961,4.9385,30.5,73.8,2526.0,1.4761780104712041,2288,3158.56,Low
22060,LARGE CAKE STAND HANGING HEARTS,0.9716,1.1639,7.2,20.8,585.0,8.63214765100671,718,5313.0199999999995,Low
22061,LARGE CAKE STAND  HANGING STRAWBERY,2.8471,2.4671,15.2,55.1,952.0,9.55679911699779,2104,17533.95,Low
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,0.9729,1.0952,6.8,20.4,1246.0,1.9062264150943395,719,1061.49,Low
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2.9567,2.7151,16.8,58.2,1776.0,2.8527338129496407,2185,5603.349999999999,Low
22064,PINK DOUGHNUT TRINKET POT,8.5304,6.4838,40.0,159.4,3988.0,1.6318359375,6304,9450.6,Low
22065,CHRISTMAS PUDDING TRINKET POT,11.3396,25.4915,157.4,316.2,5748.0,1.043941018766756,8380,5609.0199999999995,Low
22066,LOVE HEART TRINKET POT,4.6401,3.867,23.9,88.9,3736.0,1.0113333333333334,3429,2671.0299999999997,Low
22067,CHOC TRUFFLE GOLD TRINKET POT,2.4533,1.9515,12.0,46.3,2158.0,1.6026041666666666,1813,2796.33,Low
22068,BLACK PIRATE TREASURE CHEST,1.2923,1.146,7.1,25.2,1597.0,1.54130890052356,955,1356.87,Low
22069,BROWN  PIRATE TREASURE CHEST,0.8687,0.837,5.2,17.4,1306.0,1.548709677419355,642,922.68,Low
22070,SMALL RED RETROSPOT MUG IN BOX,1.9526,3.217,19.9,47.2,1249.0,3.8064251207729467,1443,4142.26,Low
22070,SMALL RETRO SPOT MUG IN BOX  RED,0.4303,3.217,19.9,25.9,591.0,3.75,318,1192.5,Low
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,0.5169,3.4103,21.1,28.3,648.0,3.745609756097561,382,1406.58,Low
22071,SMALL WHITE RETROSPOT MUG IN BOX,1.5467,3.4103,21.1,42.8,1129.0,3.692764705882353,1143,2892.87,Low
22072,RED RETROSPOT TEA CUP AND SAUCER,2.203,1.9813,12.2,43.0,1362.0,3.6098784194528877,1628,5544.32,Low
22072,TEA CUP AND SAUCER RETRO SPOT,0.839,1.9813,12.2,23.9,826.0,3.7402702702702704,620,2241.48,Low
22073,RED RETROSPOT STORAGE JAR,1.7537,1.8187,11.2,35.8,1197.0,3.721034482758621,1296,4718.16,Low
22073,RETRO SPOT STORAGE JAR,0.9269,1.8187,11.2,24.2,871.0,3.7167692307692306,685,2476.59,Low
22074,6 RIBBONS SHIMMERING PINKS,2.3681,2.9282,18.1,51.3,2265.0,1.403780487804878,1750,1722.44,Low
22075,6 RIBBONS ELEGANT CHRISTMAS,4.184,6.2543,38.6,97.2,2831.0,1.5879928315412184,3092,4437.9800000000005,Low
22076,6 RIBBONS EMPIRE,2.8728,2.3575,14.6,54.8,2375.0,1.5497628458498023,2123,3068.37,Low
22077,6 RIBBONS RUSTIC CHARM,22.0352,12.1138,74.8,383.3,6249.0,1.7160960334029225,16284,27457.34,Medium
22078,RIBBON REEL LACE DESIGN,5.2219,4.0234,24.8,97.9,2754.0,2.0944717444717447,3859,7861.4,Low
22079,RIBBON REEL HEARTS DESIGN,6.4723,3.7663,23.3,113.9,3436.0,1.6675488454706926,4783,7748.19,Medium
22080,RIBBON REEL POLKADOTS,2.2666,2.3816,14.7,46.4,2045.0,1.6480952380952378,1675,2715.75,Low
22080,RIBBON REEL SPOTS DESIGN,2.931,2.3816,14.7,55.7,2326.0,1.6476095617529878,2166,3523.9,Low
22081,RIBBON REEL FLORA + FAUNA,1.9865,1.079,6.7,34.5,1893.0,1.686697247706422,1468,2433.32,Medium
22082,RIBBON REEL STRIPES DESIGN,9.6333,6.3992,39.5,174.4,4201.0,1.660627802690583,7119,11564.43,Medium
22083,PAPER CHAIN KIT RETRO SPOT,9.9513,8.9906,55.5,194.8,3232.0,2.8974798387096774,7354,19813.4,Low
22083,PAPER CHAIN KIT RETROSPOT,7.797,8.9906,55.5,164.7,2838.0,2.9445631067961164,5762,16111.46,Low
22084,PAPER CHAIN KIT EMPIRE,11.4777,17.4823,107.9,268.6,3465.0,2.907044198895028,8482,23182.7,Low
22085,PAPER CHAIN KIT SKULLS,3.3694,5.3383,33.0,80.2,1872.0,2.9242346938775508,2490,6675.5,Low
22086,PAPER CHAIN KIT 50'S CHRISTMAS,39.8877,57.4882,354.9,913.3,6447.0,2.91933585313175,29477,79594.33,Low
22087,PAPER BUNTING WHITE LACE,10.5629,9.4903,58.6,206.5,3332.0,2.8932857142857147,7806,21495.65,Low
22088,PAPER BUNTING COLOURED LACE,5.4763,4.1991,25.9,102.6,2395.0,2.9046747967479676,4047,11113.45,Low
22089,PAPER BUNTING VINTAGE PAISLEY,4.3369,2.815,17.4,78.1,2122.0,2.92852534562212,3205,8868.7,Medium
22090,PAPER BUNTING RETRO SPOTS,10.2828,11.5609,71.4,215.4,3276.0,2.9142164781906303,7599,20735.05,Low
22090,PAPER BUNTING RETROSPOT,10.4655,11.5609,71.4,217.9,3309.0,2.9079228486646884,7734,21218.14,Low
22091,EMPIRE TISSUE BOX,4.1353,5.3075,32.8,90.7,3820.0,0.8619762845849803,3056,2167.18,Low
22092,BLUE PAISLEY TISSUE BOX,1.2639,1.5672,9.7,27.4,2245.0,0.7626950354609929,934,585.08,Low
22093,MOTORING TISSUE BOX,3.1719,4.6215,28.5,72.9,3487.0,0.7935632183908046,2344,1385.1599999999999,Low
22094,RED POLKA DOT TISSUE BOX,1.276,5.8324,36.0,53.9,1766.0,1.2438709677419355,943,1076.15,Low
22094,RED RETROSPOT TISSUE BOX,3.3721,5.8324,36.0,83.2,3983.0,0.6464673913043478,2492,1223.49,Low
22095,LADS ONLY TISSUE BOX,4.3383,5.8528,36.1,96.8,3793.0,0.9173732718894009,3206,3219.36,Low
22096,PINK PAISLEY SQUARE TISSUE BOX,2.2422,4.5101,27.8,59.2,3005.0,0.7554802259887006,1657,894.01,Low
22097,SWALLOW SQUARE TISSUE BOX,2.7821,3.9564,24.4,63.3,3277.0,0.788,2056,1214.22,Low
22098,BOUDOIR SQUARE TISSUE BOX,3.774,5.8589,36.2,89.0,3612.0,0.8800398406374502,2789,1735.72,Low
22099,CARAVAN SQUARE TISSUE BOX,2.7686,3.4872,21.5,60.3,3111.0,0.8700425531914894,2046,1359.48,Low
22100,SKULLS SQUARE TISSUE BOX,1.2909,1.9748,12.2,30.3,1993.0,0.9882608695652174,954,587.06,Low
22101,MIRROR MOSAIC VOTIVE HOLDER,1.4912,4.6648,28.8,49.7,1526.0,1.9476923076923076,1102,1044.12,Low
22102,MIRROR MOSAIC T-LIGHT HOLDER,2.364,10.6272,65.6,98.7,2137.0,1.5745454545454545,1747,1039.35,Low
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2.1867,6.9229,42.7,73.3,2057.0,1.572264150943396,1616,1398.24,Low
22104,MIRROR MOSAIC CANDLE PLATE,1.3884,5.6444,34.8,54.2,1789.0,1.3195121951219513,1026,694.26,Low
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,0.8295,4.2028,25.9,37.5,807.0,3.875925925925926,613,937.25,Low
22106,MIRROR MOSAIC HURRICANE LAMP,0.5778,1.9876,12.3,20.4,550.0,5.800000000000001,427,1171.85,Low
22107,PIZZA PLATE IN BOX,1.1705,1.0423,6.4,22.8,987.0,3.6517,865,3044.8,Low
22108,PING! MICROWAVE PLATE,0.2666,0.3176,2.0,5.7,508.0,3.1455102040816327,197,537.89,Low
22109,FULL ENGLISH BREAKFAST PLATE,3.977,3.0149,18.6,74.3,1796.0,3.751887254901961,2939,10555.89,Low
22110,BIRD HOUSE HOT WATER BOTTLE,2.6198,3.2916,20.3,57.0,1720.0,2.6920963172804533,1936,4412.51,Low
22111,SCOTTIE DOG HOT WATER BOTTLE,12.8376,15.6326,96.5,276.2,2824.0,4.89552715654952,9487,44368.05,Low
22112,CHOCOLATE HOT WATER BOTTLE,13.9729,15.8249,97.7,293.3,2951.0,4.879200779727095,10326,47555.84,Low
22113,GREY HEART HOT WATER BOTTLE,7.9959,9.9959,61.7,173.6,2509.0,3.863320039880359,5909,22032.62,Low
22114,HOT WATER BOTTLE TEA AND SYMPATHY,12.6184,15.2613,94.2,270.9,3090.0,4.018526011560694,9325,36269.27,Low
22115,METAL SIGN EMPIRE TEA,3.6888,3.7045,22.9,74.5,2262.0,2.1928055555555557,2726,4689.68,Low
22116,METAL SIGN HIS DINNER IS SERVED,1.0081,1.3952,8.6,22.7,1342.0,1.7031782945736436,745,954.19,Low
22117,METAL SIGN HER DINNER IS SERVED,2.3369,5.2024,32.1,64.8,1570.0,2.8824120603015078,1727,5060.45,Low
22118,JOY WOODEN BLOCK LETTERS,1.0622,1.7629,10.9,25.8,827.0,4.728167938931297,785,3561.33,Low
22119,PEACE WOODEN BLOCK LETTERS,1.2503,1.3262,8.2,25.7,753.0,6.699473684210527,924,5691.360000000001,Low
22120,WELCOME  WOODEN BLOCK LETTERS,1.3234,0.7947,4.9,23.4,639.0,9.866377708978327,978,9398.65,Medium
22121,NOEL WOODEN BLOCK LETTERS,1.9783,3.3836,20.9,48.6,1005.0,5.963501199040768,1462,8640.640000000001,Low
22122,SET OF 2 FANCY FONT TEA TOWELS,1.4276,2.4726,15.3,35.3,1214.0,2.947546012269939,1055,3048.25,Low
22123,PING MICROWAVE APRON,0.7605,0.8796,5.4,16.0,902.0,2.8415789473684208,562,1258.54,Low
22124,SET OF 2 TEA TOWELS PING MICROWAVE,0.2436,0.3944,2.4,5.8,538.0,2.55975,180,425.92,Low
22125,UNION JACK HOT WATER BOTTLE,0.8295,5.3543,33.1,44.7,652.0,5.9261904761904765,613,3544.35,Low
22127,PARTY CONES CARNIVAL ASSORTED,4.7023,7.4633,46.1,111.9,3396.0,1.240065359477124,3475,4035.95,Low
22128,PARTY CONES CANDY ASSORTED,5.3545,4.0798,25.2,100.2,3622.0,1.2411398963730569,3957,4701.15,Low
22129,PARTY CONES CANDY DECORATION,0.4005,3.225,19.9,25.5,921.0,1.4375,296,233.28,Low
22129,PARTY CONES CANDY TREE DECORATION,3.4127,3.225,19.9,67.7,3516.0,0.8397029702970297,2522,2008.76,Low
22130,PARTY CONE CHRISTMAS DECORATION,9.6319,14.3269,88.5,223.3,5881.0,0.847,7118,5892.74,Low
22131,FOOD CONTAINER SET 3 LOVE HEART,6.8092,4.2281,26.1,121.4,3240.0,1.9727392120075047,5032,8976.82,Medium
22132,RED LOVE HEART SHAPE CUP,4.1272,3.9312,24.3,82.1,3843.0,0.85,3050,2526.98,Low
22133,PINK LOVE HEART SHAPE CUP,3.0203,2.7334,16.9,59.2,3275.0,0.8566857142857142,2232,1848.84,Low
22134,LADLE LOVE HEART RED,1.8363,3.839,23.7,49.4,3657.0,0.4175342465753425,1357,532.5,Low
22134,MINI LADLE LOVE HEART RED,0.8539,3.839,23.7,35.7,2369.0,0.4628571428571428,631,252.66000000000003,Low
22135,LADLE LOVE HEART PINK,1.2909,2.4633,15.2,33.3,3065.0,0.4180327868852459,954,380.52000000000004,Low
22135,MINI LADLE LOVE HEART PINK,0.3288,2.4633,15.2,19.8,1467.0,0.4645652173913043,243,106.98,Low
22136,LOVE HEART SOCK HANGER,2.5548,3.5747,22.1,57.9,2174.0,1.6440298507462685,1888,3000.0,Low
22137,BATHROOM SET LOVE HEART DESIGN,0.7903,3.6903,22.8,33.9,908.0,2.9156250000000004,584,1410.8,Low
22138,BAKING SET 9 PIECE RETROSPOT,12.249,7.9281,48.9,220.4,2743.0,4.951761041902604,9052,43155.06,Medium
22139,11 PC CERAMIC TEA SET POLKADOT,0.0041,8.0838,49.9,50.0,50.0,4.95,3,14.85,Low
22139,RETRO SPOT TEA SET CERAMIC 11 PC,5.8363,8.0838,49.9,131.6,1903.0,4.900156028368794,4313,19965.82,Low
22139,RETROSPOT TEA SET CERAMIC 11 PC,7.8363,8.0838,49.9,159.6,2189.0,4.974061696658098,5791,27806.93,Low
22141,CHRISTMAS CRAFT TREE TOP ANGEL,4.2503,10.5046,64.9,124.4,2462.0,2.1325995807127884,3141,6419.38,Low
22142,CHRISTMAS CRAFT WHITE FAIRY,5.6806,13.7174,84.7,164.2,3415.0,1.481196581196581,4198,5898.54,Low
22143,CHRISTMAS CRAFT HEART DECORATIONS,0.571,2.4998,15.4,23.4,911.0,2.091071428571429,422,838.2,Low
22144,CHRISTMAS CRAFT LITTLE FRIENDS,6.0555,13.8647,85.6,170.4,2939.0,2.1329761904761906,4475,9171.3,Low
22145,CHRISTMAS CRAFT HEART STOCKING,1.751,5.3281,32.9,57.4,1596.0,2.0915730337078653,1294,2637.4,Low
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.8227,9.0533,55.9,81.4,1703.0,1.9125,1347,2350.65,Low
22147,FELTCRAFT BUTTERFLY HEARTS,17.4966,15.5738,96.1,341.1,6062.0,1.4480212954747116,12930,17689.3,Low
22148,EASTER CRAFT 4 CHICKS,4.065,8.0974,50.0,106.9,2535.0,1.9241176470588235,3004,5449.8,Low
22149,FELTCRAFT 6 FLOWER FRIENDS,16.7429,12.0195,74.2,308.6,4932.0,2.0936679841897234,12373,24656.19,Low
22150,3 STRIPEY MICE FELTCRAFT,10.5101,7.9652,49.2,196.3,4052.0,1.9470236753100338,7767,14018.05,Low
22151,PLACE SETTING WHITE HEART,37.0988,19.121,118.0,637.4,16319.0,0.4237172011661808,27416,11049.33,Medium
22152,PLACE SETTING WHITE STAR,8.4425,10.9145,67.4,185.6,7781.0,0.42414529914529914,6239,2539.31,Low
22153,ANGEL DECORATION STARS ON DRESS,7.5589,9.6454,59.5,165.3,7404.0,0.4194312796208531,5586,2325.96,Low
22154,ANGEL DECORATION 3 BUTTONS,10.3072,17.8682,110.3,254.6,8647.0,0.4192996108949416,7617,3130.02,Low
22155,STAR DECORATION RUSTIC,7.9364,11.3169,69.9,181.0,7581.0,0.42,5865,2463.3,Low
22156,HEART DECORATION WITH PEARLS,7.9594,6.5037,40.2,151.6,5321.0,0.8552115812917594,5882,4956.67,Low
22157,ANGEL DECORATION WITH LACE PADDED,2.3654,6.1595,38.0,71.1,2909.0,0.85,1748,1485.8,Low
22158,3 HEARTS HANGING DECORATION RUSTIC,11.4195,19.1324,118.1,278.0,3430.0,2.9530508474576274,8439,23768.81,Low
22161,HEART DECORATION RUSTIC HANGING,7.3302,9.9065,61.2,163.8,8015.0,0.3470901639344262,5417,1607.99,Low
22162,HEART GARLAND RUSTIC PADDED,1.2679,2.5375,15.7,33.5,1144.0,2.9472027972027974,937,2706.55,Low
22163,HEART STRING MEMO HOLDER HANGING,1.3139,2.3547,14.5,32.9,1337.0,2.2364285714285717,971,1598.69,Low
22164,STRING OF STARS CARD HOLDER,0.4181,0.95,5.9,11.8,661.0,2.91046511627907,309,829.95,Low
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",1.0595,2.2492,13.9,28.7,538.0,11.117265625,783,5020.41,Low
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",0.2409,0.9216,5.7,9.1,320.0,7.168636363636364,178,1108.8600000000001,Low
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,0.1773,0.9216,5.7,8.2,264.0,7.711904761904763,131,561.45,Low
22167,OVAL WALL MIRROR DIAMANTE,0.1908,1.242,7.7,10.4,243.0,9.863043478260868,141,1258.95,Low
